row_id,source_dataset,npdes_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,current_snc_status,current_violation,permit_feature_number,state_water_body_name,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
1995,EPA ECHO NPDES outfalls/permitted features,AK0020036,SOLDOTNA WW TREATMENT FACILITY,SOLDOTNA,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Municipality,NA,NA,Yes,001,Kenai River,N,"Kenaitze Indian Tribe - 8 mile(s), Salamatof Tribe - 11 mile(s)",60.478505000000006,-151.099647,TRUE,TRUE
1996,EPA ECHO NPDES outfalls/permitted features,AKG250011,MT. MCKINLEY PRINCESS WILDERNESS LODGE,TRAPPER CREEK,AK,MATANUSKA-SUSITNA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Chulitna River,NA,NA,62.56,-150.23,FALSE,TRUE
1997,EPA ECHO NPDES outfalls/permitted features,AKG371349,ADKISON NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 8 mile(s),64.4848,-165.41899999999998,TRUE,TRUE
1998,EPA ECHO NPDES outfalls/permitted features,AKG528434,ALASKA PACIFIC SEAFOODS KODIAK PLANT,KODIAK,AK,KODIAK ISLAND BOROUGH,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Saint Paul Harbor,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 8 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.783100000000005,-152.42100000000002,TRUE,TRUE
1999,EPA ECHO NPDES outfalls/permitted features,AKG371547,ODDEN NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 2 mile(s),64.488,-165.36100000000002,TRUE,TRUE
2000,EPA ECHO NPDES outfalls/permitted features,AKG573021,SHUNGNAK LAGOON,SHUNGNAK,AK,NORTHWEST ARCTIC,Effective,General Permit Covered Facility,Corporation,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,"Native Village of Shungnak - 1 mile(s), Native Village of Kobuk - 8 mile(s), Native Village of Ambler - 24 mile(s)",66.8963,-157.141,TRUE,TRUE
2001,EPA ECHO NPDES outfalls/permitted features,AK0053490,TRIDENT SEAFOODS SAINT PAUL PLANT,SAINT PAUL,AK,ALEUTIANS WEST (CA),Effective,NPDES Individual Permit,Corporation,NA,NA,No,001A,Bering Sea,N,Saint Paul Island (See Pribilof Islands Aleut Communities of St. Paul & St. George Islands) - 2 mile(s),57.11925,-170.2664,TRUE,FALSE
2002,EPA ECHO NPDES outfalls/permitted features,AKG370A39,EIDEN DEADWOOD CREEK MIINE SITE,CENTRAL,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Deadwood Creek,NA,NA,65.521897,-144.802755,FALSE,FALSE
2003,EPA ECHO NPDES outfalls/permitted features,AKG370D57,GLASSBURN GOLD DUST CREEK MINE SITE,CENTRAL,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Gold Dust Creek,NA,NA,65.4284,-145.52100000000002,FALSE,TRUE
2004,EPA ECHO NPDES outfalls/permitted features,AKG523094,SILVER BAY SEAFOODS FALSE PASS PLANT,FALSE PASS,AK,ALEUTIANS EAST (B),Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Morzhovoi Bay,N,Native Village of False Pass - 1 mile(s),54.95782599999999,-162.98081600000003,TRUE,FALSE
2005,EPA ECHO NPDES outfalls/permitted features,AKG523094,SILVER BAY SEAFOODS FALSE PASS PLANT,FALSE PASS,AK,ALEUTIANS EAST (B),Expired,General Permit Covered Facility,Corporation,NA,NA,No,003,Isanotski Strait,N,Native Village of False Pass - 1 mile(s),54.867317,-163.4046,TRUE,FALSE
2006,EPA ECHO NPDES outfalls/permitted features,AKG523094,SILVER BAY SEAFOODS FALSE PASS PLANT,FALSE PASS,AK,ALEUTIANS EAST (B),Expired,General Permit Covered Facility,Corporation,NA,NA,No,004,Morzhovoi Bay,N,Native Village of False Pass - 1 mile(s),54.95779999999999,-162.98100000000002,TRUE,FALSE
2007,EPA ECHO NPDES outfalls/permitted features,AKG523094,SILVER BAY SEAFOODS FALSE PASS PLANT,FALSE PASS,AK,ALEUTIANS EAST (B),Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Isanotski Strait,N,Native Village of False Pass - 1 mile(s),54.86929,-163.40269,TRUE,FALSE
2008,EPA ECHO NPDES outfalls/permitted features,AKG523094,SILVER BAY SEAFOODS FALSE PASS PLANT,FALSE PASS,AK,ALEUTIANS EAST (B),Expired,General Permit Covered Facility,Corporation,NA,NA,No,005,Morzhovoi Bay,N,Native Village of False Pass - 1 mile(s),54.95779999999999,-162.98100000000002,TRUE,FALSE
2009,EPA ECHO NPDES outfalls/permitted features,AKG700031,SHRIMP BAY LTF,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Shrimp Bay,NA,NA,55.830999999999996,-131.496,FALSE,FALSE
2010,EPA ECHO NPDES outfalls/permitted features,AKG521088,HAINES PACKING COMPANY,HAINES,AK,HAINES,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,"Chilkoot Indian Association (Haines) - 5 mile(s), Skagway Village - 20 mile(s), Chilkat Indian Village (Klukwan) - 24 mile(s)",59.173300000000005,-135.39100000000002,TRUE,TRUE
2011,EPA ECHO NPDES outfalls/permitted features,AK0000370,"CROWLEY ENERGY ANCHORAGE, LLC",ANCHORAGE,AK,ANCHORAGE,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,NA,No,001,Cook Inlet Anchorage,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.2428,-149.88500000000002,TRUE,FALSE
2012,EPA ECHO NPDES outfalls/permitted features,AKG700052,RYNDA LTF,WRANGELL,AK,WRANGELL-PETERSBURG (CA),Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Eastern Passage,N,"Wrangell Cooperative Association - 10 mile(s), Petersburg Indian Association - 23 mile(s)",56.535500000000006,-132.561,TRUE,FALSE
2013,EPA ECHO NPDES outfalls/permitted features,AKG370D79,MCGAHAN KAL CREEK MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Kal Creek,NA,NA,64.1356,-141.2308,FALSE,FALSE
2014,EPA ECHO NPDES outfalls/permitted features,AKG521090,NORTON SOUND SEAFOOD PRODUCTS UNALAKLEET PLANT,UNALAKLEET,AK,NOME (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,N,Native Village of Unalakleet - 1 mile(s),63.871399999999994,-160.784,TRUE,FALSE
2015,EPA ECHO NPDES outfalls/permitted features,AKR06AC75,"ALASKA MARINE TRUCKING, LLC",PETERSBURG,AK,PETERSBURG CENSUS AREA,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Wrangell Narrows,N,Petersburg Indian Association - 3 mile(s),56.7748,-132.966,TRUE,FALSE
2016,EPA ECHO NPDES outfalls/permitted features,AKR06AC75,"ALASKA MARINE TRUCKING, LLC",PETERSBURG,AK,PETERSBURG CENSUS AREA,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Wrangell Narrows,N,Petersburg Indian Association - 3 mile(s),56.775600000000004,-132.966,TRUE,FALSE
2017,EPA ECHO NPDES outfalls/permitted features,AKR06AC75,"ALASKA MARINE TRUCKING, LLC",PETERSBURG,AK,PETERSBURG CENSUS AREA,Expired,General Permit Covered Facility,Corporation,NA,NA,No,003,Wrangell Narrows,N,Petersburg Indian Association - 3 mile(s),56.773500000000006,-132.965,TRUE,FALSE
2018,EPA ECHO NPDES outfalls/permitted features,AKG700054,SAWMILL COVE LTF,YAKUTAT,AK,YAKUTAT CITY AND BOROUGH,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Sawmill Cove,N,Yakutat Tlingit Tribe - 3 mile(s),59.566700000000004,-139.666,TRUE,FALSE
2019,EPA ECHO NPDES outfalls/permitted features,AKG002393,NENANA HEALTH CLINIC,NENANA,AK,YUKON-KOYUKUK (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,Unmapped wetlands,N,Nenana Native Association - 1 mile(s),64.559231,-149.09808800000002,TRUE,FALSE
2020,EPA ECHO NPDES outfalls/permitted features,AKG003022,ICE SERVICES NSB PRUDHOE BAY HYDROSTATIC,PRUDHOE BAY,AK,NORTH SLOPE,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,"Wetlands, Marine,Fresh",NA,NA,70.21170000000001,-148.407,FALSE,FALSE
2021,EPA ECHO NPDES outfalls/permitted features,AKG700044,HANUS BAY LTF,SITKA,AK,SITKA CITY AND BOROUGH,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Hanus Bay,N,Angoon Community Association - 21 mile(s),57.4097,-135.004,TRUE,FALSE
2022,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,011,Old Womans Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.733000000000004,-152.507,TRUE,FALSE
2023,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,012,Womens Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.73246,-152.508682,TRUE,FALSE
2024,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,014,Womens Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.72875000000001,-152.51474999999996,TRUE,FALSE
2025,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,009,Old Womans Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.731,-152.511,TRUE,FALSE
2026,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,010,Old Womans Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.730000000000004,-152.51299999999998,TRUE,FALSE
2027,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Womens Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.736262,-152.508184,TRUE,FALSE
2028,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,005,Lake Louise,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.764,-152.51,TRUE,FALSE
2029,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,004,Saint Paul Harbor,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.743081,-152.48547100000002,TRUE,FALSE
2030,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,006,Buskin River,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.76200000000001,-152.518,TRUE,FALSE
2031,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,008,Old Womans Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.732000000000006,-152.509,TRUE,FALSE
2032,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,003,Saint Paul Harbor,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.73800000000001,-152.496,TRUE,FALSE
2033,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,007,Old Womans Bay,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.73500000000001,-152.505,TRUE,FALSE
2034,EPA ECHO NPDES outfalls/permitted features,AKR06AD38,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,002,St Paul Harbor,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 5 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.731,-152.504,TRUE,FALSE
2035,EPA ECHO NPDES outfalls/permitted features,AKG370D9U,CASH MINING COTTONWOOD CREEK MINE SITE,TRAPPER CREEK,AK,MATANUSKA-SUSITNA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Cottonwood Creek,NA,NA,62.54,-150.82000000000002,FALSE,FALSE
2036,EPA ECHO NPDES outfalls/permitted features,AK0029840,PRUDHOE BAY WATERFLOOD OPERATIONS,PRUDHOE BAY,AK,NORTH SLOPE BOROUGH,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,NA,No,002,Stefansson Sound,NA,NA,70.41190000000002,-148.526,FALSE,FALSE
2037,EPA ECHO NPDES outfalls/permitted features,AK0029840,PRUDHOE BAY WATERFLOOD OPERATIONS,PRUDHOE BAY,AK,NORTH SLOPE BOROUGH,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,NA,No,001,Stefansson Sound,NA,NA,70.4124,-148.52800000000002,FALSE,FALSE
2038,EPA ECHO NPDES outfalls/permitted features,AKG370A47,BOREAL RESOURCES CALIFORNIA CREEK DRAINAGE MINE SITE,BETTLES,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,California Creek Drainage,NA,NA,67.4833,-149.516,FALSE,FALSE
2039,EPA ECHO NPDES outfalls/permitted features,AKG370D46,GLACIER CREEK MINING CO. GLACIER CREEK MINE SITE,DEERING,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Glacier Creek,NA,NA,65.5774,-162.153,FALSE,TRUE
2040,EPA ECHO NPDES outfalls/permitted features,AKG130005,CIAA TRAIL LAKES AQUACULTURE FACILITY,MOOSE PASS,AK,KENAI PENINSULA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,NA,NA,60.503375000000005,-149.42297900000003,FALSE,FALSE
2041,EPA ECHO NPDES outfalls/permitted features,AK0022543,EAGLE RIVER WW TREATMENT FACILITY,EAGLE RIVER,AK,ANCHORAGE MUNICIPALITY,Effective,NPDES Individual Permit,Municipality,NA,NA,Yes,001,Eagle River,N,"Knik Tribe - 11 mile(s), Eklutna Native Village - 13 mile(s)",61.3217,-149.592,TRUE,TRUE
2042,EPA ECHO NPDES outfalls/permitted features,AKG573025,TOGIAK VILLAGE LAGOON,TOGIAK,AK,DILLINGHAM,Effective,General Permit Covered Facility,Municipality,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,"Traditional Village of Togiak - 1 mile(s), Twin Hills Village - 5 mile(s)",59.0602,-160.395,TRUE,TRUE
2043,EPA ECHO NPDES outfalls/permitted features,AKG370D8E,STOEPLER III EUREKA CREEK MINE SITE,MANLEY HOT SPRINGS,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,002,Eureka Creek,N,"Manley Hot Springs Village - 19 mile(s), Rampart Village - 22 mile(s)",65.19869999999999,-150.2112,TRUE,FALSE
2044,EPA ECHO NPDES outfalls/permitted features,AKG002404,CBJ MARINE PARK IMPROVEMENTS,JUNEAU,AK,Juneau City and Borough,Effective,General Permit Covered Facility,Municipal or Water District,NA,NA,No,001,NA,NA,NA,58.36937090000001,-134.6060929,FALSE,FALSE
2045,EPA ECHO NPDES outfalls/permitted features,AKG370220,GOLDEN BOYZ LITTLE BOULDER CREEK MINE SITE,MANLEY HOT SPRINGS,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Little Boulder Creek,NA,NA,65.15559999999999,-151.106,FALSE,TRUE
2046,EPA ECHO NPDES outfalls/permitted features,AKG523054,AMERICAN SEAFOODS KATIE ANN PROCESSING VESSEL,JUNEAU,AK,ALEUTIANS WEST (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,003,Various- Floating Seafood Processor,NA,NA,51.916799999999995,-177.894,FALSE,TRUE
2047,EPA ECHO NPDES outfalls/permitted features,AKG523054,AMERICAN SEAFOODS KATIE ANN PROCESSING VESSEL,JUNEAU,AK,ALEUTIANS WEST (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Various- Floating Seafood Processor,NA,NA,51.916799999999995,-177.894,FALSE,TRUE
2048,EPA ECHO NPDES outfalls/permitted features,AKG523054,AMERICAN SEAFOODS KATIE ANN PROCESSING VESSEL,JUNEAU,AK,ALEUTIANS WEST (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,004,Various- Floating Seafood Processor,NA,NA,51.916799999999995,-177.894,FALSE,TRUE
2049,EPA ECHO NPDES outfalls/permitted features,AKG371647,GOLD BERING SEA MINING CO. NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 4 mile(s),64.508,-165.523,TRUE,TRUE
2050,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,003,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2051,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,007,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2052,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,002,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2053,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,018,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2054,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,017,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2055,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,019,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2056,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.734700000000004,-151.51399999999998,TRUE,TRUE
2057,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,006,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2058,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,009,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2059,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,020,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2060,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,016,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2061,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,015,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2062,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,012,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2063,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,008,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2064,EPA ECHO NPDES outfalls/permitted features,AKG315207,PLATFORM DILLON,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,013,Cook Inlet,N,"Salamatof Tribe - 18 mile(s), Native Village of Tyonek - 21 mile(s), Kenaitze Indian Tribe - 21 mile(s)",60.7349,-151.515,TRUE,TRUE
2065,EPA ECHO NPDES outfalls/permitted features,AKG332003,"NABORS ALASKA DRILLING INC., FRONTIER PAD FACILITY STORMWATER",DEADHORSE,AK,NORTH SLOPE BOROUGH,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,Tundra Wetlands,NA,NA,70.221,-148.389,FALSE,TRUE
2066,EPA ECHO NPDES outfalls/permitted features,AKR06AC68,WEAVER BROS INC TRUCK WASH,ANCHORAGE,AK,ANCHORAGE,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Ship Creek,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.22210000000001,-149.853,TRUE,FALSE
2067,EPA ECHO NPDES outfalls/permitted features,AKR06AD95,SILVER BAY SEAFOODS KETCHIKAN,KETCHIKAN,AK,KETCHIKAN GATEWAY BOROUGH,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 3 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 24 mile(s)",55.338272,-131.636032,TRUE,TRUE
